Title,Abstract,First Claim,Target
Light emitting diode and light emitting diode device including the light emitting diode element and method for manufacturing the light emitting diode,"A light emitting diode has a base made of heat conductive material, a wire plate made of an insulation material and secured to an upper surface of the base. Conductive patterns are secured to the wire plate, and a light emitting diode element is secured to the base at an exposed mounting area. The light emitting diode element is electrically connected to the conductive patterns.","1. A light emitting diode device comprising:
at least two light emitting diodes, each of which comprising;
a base having a heat conducting property and having a shape of a rectangular parallelepiped,
a wire plate made of insulating material, having a hole, and secured to an upper flat surface of the base,
electric conductive patterns provided on an upper surface of the wire plate,
at least one light emitting diode element secured to the upper flat surface of the base within the hole of the wire plate and electrically connected to the electric conductive patterns of the wire plate, and
a flexible circuit board including at least two holes and at an underside of the flexible circuit board electric conductive patterns that are electrically connected to the electric conductive patterns on the upper surface of the wire plate in each of the light emitting diodes, and the flexible circuit board disposed at an upper side of each of the light emitting diodes for passing light that is emitted from each of the light emitting diodes through each of the holes of the flexible circuit board.",Light emitting diode
"Light emitting diode device, manufacturing method of the light emitting diode device and mounting structure of the light emitting diode device","The embodiment of the present invention provides an LED device, a manufacturing method of the LED device and a mounting structure of the LED device. In order to manufacture the LED device with low manufacturing cost through simple process capable of overcoming thermal fatigue due to heat generation, breaking of wire due to mechanical stress, the method comprises etching a wafer; forming a conductive metal layer from an upper surface to a lower surface of the wafer; bonding a light emitting diode chip to the metal layer which is disposed on the upper surface of the wafer; filling a resin into a space over the light emitting diode chip; and forming an electrode pad on the metal layer which is disposed on the lower surface of the wafer.","1. A method for manufacturing a light emitting diode, the method comprising:
forming a concavity in an upper portion of a wafer body;
forming a plurality of metal layers on a surface of the wafer body, each of the plurality of metal layers having
a portion disposed on a bottom surface of the concavity,
a portion disposed on a top surface of the wafer body, and
a portion disposed on a lower surface of the wafer body, the plurality of metal layers being spaced apart from each other;
flip-bonding a light emitting diode chip on the portions of the plurality of metal layers disposed on the bottom surface of the concavity so that the light emitting diode chip is electrically connected to each of the plurality of metal layers;
filling a resin in the concavity to cover the light emitting diode chip; and
forming a plurality of electrode pads respectively under the portions of the plurality of metal layers disposed on the bottom surface of the wafer body so that the plurality of electrode pads are electrically connected to the light emitting diode chip,
wherein a top surface of the resin is formed on a same plane as a top surface of the portions of the plurality of metal layers disposed on the top surface of the wafer body,
wherein the plurality of electrode pads each have a thickness thicker than a thickness of each of the plurality of metal layers, and
wherein the thickness the plurality of electrode pads is greater than 10 micrometers.",Light emitting diode
Light-emitting diode arrangement for a high-power light-emitting diode and method for producing a light-emitting diode arrangement,"A light emitting diode arrangement, having at least one high power light emitting diode, the high power light emitting diode being mounted onto a flexible circuit board. A method is also disclosed for producing such a light emitting diode arrangement.","1. A light emitting diode arrangement, comprising:
a flexible circuit board comprising electrical conductor tracks and a thermally conductive layer;
a plurality of sections, wherein each section has a single high power light-emitting diode, an associated pair of electrical contact areas, an associated pair of electrical connection locations, a plurality of first electrical conductor tracks, and a plurality of second electrical conductor tracks;
a plurality of thermally conductive layers separated from each other; and
a plurality of high power light-emitting diodes,
wherein the electrical contact areas and the electrical connection locations of a same section are electrically connected to one another by the first electrical conductor tracks, and
wherein the electrical connection locations of neighboring sections are electrically connected to one another by the second electrical conductor tracks; and
wherein each high power light emitting diode is mounted onto said flexible circuit board and in thermal contact with the thermally conductive layer, the high power light emitting diode including a thermal connection part in thermal contact with the thermally conductive layer;
wherein the thermally conductive layer and the electrical conductor tracks are positioned in a same plane of the flexible circuit board; and
wherein the thermally conductive layer occupies at least 60% of an area of said same plane.",Light emitting diode
"LIGHT-EMITTING DIODE, METHOD FOR MANUFACTURING LIGHT-EMITTING DIODE, LIGHT-EMITTING DIODE LAMP AND ILLUMINATION DEVICE","A light-emitting diode, a method of manufacturing the same, a lamp and an illumination device. A light-emitting diode (100) is provided with a compound semiconductor layer (10) including a light-emitting layer (24) provided on a substrate (1); an ohmic contact electrode (7) provided between the substrate and compound semiconductor layer; an ohmic electrode (11) provided on the side of the compound semiconductor layer opposite the substrate; a surface electrode (12) including a branch section (12b) provided so as to cover the surface of the ohmic electrode and a pad section (12a) coupled to the branch section; and a current-blocking portion (13) provided between an under-pad light-emitting layer (24a) arranged in an area of the light-emitting layer that overlaps the pad section (12a) and a light-emitting layer arranged in an area except the area that overlaps the pad section, to prevent current from being supplied to the under-pad light-emitting layer.","1. A light-emitting diode comprising
a compound semiconductor layer provided on a substrate and comprising a light-emitting layer and an etching stop layer in this order;
an ohmic contact electrode provided between the substrate and the compound semiconductor layer;
an ohmic electrode provided on an opposite side of the compound semiconductor layer with respect to the substrate;
a surface electrode comprising a branch section provided so as to cover a surface of the ohmic electrode and a pad section coupled to the branch section; and
a current-blocking portion provided between an under-pad light-emitting layer arranged in an area of the light-emitting layer that overlaps the pad section in a planar view and a light-emitting layer arranged in an area except an area that overlaps the pad section in a planar view, to prevent a current being supplied to the under-pad light-emitting layer,
wherein the current-blocking portion has an annular shape in a planar view so as to surround the under-pad light-emitting layer, and
an end face of the current-blocking portion in the thickness direction of the light-emitting diode furthest from the substrate is provided to contact with the etch stop layer.",Light emitting diode
"LIGHT EMITTING DIODE, METHOD OF MANUFACTURING LIGHT EMITTING DIODE, LIGHT EMITTING DIODE BACKLIGHT, LIGHT EMITTING DIODE ILLUMINATING DEVICE, LIGHT EMITTING DIODE DISPLAY, AND ELECTRONIC APPARATUS","A light emitting diode is provided. The light emitting diode includes a semiconductor layer that forms a light emitting diode structure and has a major face and an end face inclined at an angle theta1 to the major face, and a reflector that is provided outside the end face with being opposed to the end face, and includes at least a portion inclined at an angle theta2 to the major face, the angle theta2 being smaller than the angle theta1.","1. A light emitting diode comprising:
a semiconductor layer that forms a light emitting diode structure and has a light extraction plane and an end face inclined at an angle Î¸1 to the light extraction plane;
a reflector that is provided outside and opposed to the end face, and includes at least an inner surface inclined at an angle Î¸2 to the light extraction plane, the angle Î¸2 being smaller than the angle Î¸1; and
a transparent resin that is formed between the end face and the reflector, the transparent resin including a first surface corresponding to the end face of the semiconductor layer, a second surface corresponding to the inner surface of the reflector, and a third surface that is coplanar with the light extraction plane.",Light emitting diode
"Light-Emitting Diode, Light-Emitting Diode Substrate and Production Method of Light-Emitting Diode","The light-emitting diode is a light-emitting diode including a light-converting material substrate and a semiconductor layer formed on the light-converting material substrate, wherein the light-converting material substrate includes a solidified body in which at least two or more oxide phases selected from a simple oxide and a complex oxide are formed continuously and three-dimensionally entangled with each other, at least one oxide phase in the solidified body comprises a metal element capable of emitting fluorescence, and the semiconductor layer includes a plurality of compound semiconductor layers and has at least a light-emitting layer capable of emitting visible light. A light-emitting diode substrate forms a semiconductor, ensuring that the crystal-structure matching with a semiconductor for the formation of a light-emitting diode is good, a good semiconductor layer with less defects can be formed, good-efficiency light emission can be obtained from a light-emitting layer formed in the semiconductor layer, uniform florescence can be emitted by light from the light-emitting layer in the semiconductor layer, and light can be efficiently out put; and a color unevenness-free light-emitting diode using the substrate.","1. A light-emitting diode comprising a light-converting material substrate and a semiconductor layer formed on said light-converting material substrate, wherein said light-converting material substrate comprises a solidified body formed by unidirectional solidification and consists of at least two or more single crystal oxide phases selected from a simple oxide and a complex oxide formed continuously and three-dimensionally entangled with each other, at least one oxide phase in said solidified body comprises a metal element capable of emitting fluorescence, at least one oxide in the solidified body is a non-phosphor phase and permeates light emitted from the semiconductor layer, and said semiconductor layer comprises a plurality of compound semiconductor layers and has at least a light-emitting layer capable of emitting visible light.",Light emitting diode
LIGHT-EMITTING DIODE MODULE HAVING LIGHT-EMITTING DIODE JOINED THROUGH SOLDER PASTE AND LIGHT-EMITTING DIODE,"Disclosed are a light emitting diode and a light emitting diode module. The light emitting diode module includes a printed circuit board and a light emitting diode joined thereto through a solder paste. The light emitting diode includes a first electrode pad electrically connected to a first conductive type semiconductor layer and a second electrode pad connected to a second conductive type semiconductor layer, wherein each of the first electrode pad and the second electrode pad includes at least five pairs of Ti/Ni layers or at least five pairs of Ti/Cr layers and the uppermost layer of Au. Thus a metal element such as Sn in the solder paste is prevented from diffusion so as to provide a reliable light emitting diode module.","1. A light emitting diode module comprising:
a printed circuit board; and
a light emitting diode bonded to the printed circuit board,
the light emitting diode comprising:
a first conductive-type semiconductor layer;
a mesa placed on the first conductive-type semiconductor layer, the mesa-including an active layer and a second conductive-type semiconductor layer;
a reflective electrode structures-placed on the mesa;
an anti-diffusion reinforcing layer placed on the reflective electrode structure;
a first electrode pad electrically connected to the first conductive-type semiconductor layer; and
a second electrode pad electrically connected to the anti-diffusion reinforcing layer,
wherein the first electrode pad and the second electrode pad are respectively bonded to corresponding pads on the printed circuit board via solder paste.",Light emitting diode
"Method of forming light emitting diode dies, light emitting diode wafer and light emitting diode die","A method of forming light emitting diode dies includes: forming an epitaxial layered structure that defines light emitting units on a front surface of a substrate wafer; forming a photoresist layer over a back surface of the substrate wafer; aligning the substrate wafer and patterning the photoresist layer so as to form openings in the photoresist layer, each of the openings having an area less than a projected area of the respective light emitting unit; forming a solder layer on the photoresist layer such that the solder layer fills the openings in the photoresist layer; removing the photoresist layer and a portion of the solder layer that covers the photoresist layer from the substrate wafer; and dicing the substrate wafer.","1. A method of forming light emitting diode dies, comprising:
forming a plurality of alignment marks and an epitaxial layered structure on a front surface of a transparent substrate wafer, the epitaxial layered structure defining a plurality of row cutting-line regions, a plurality of column cutting-line regions, and a plurality of light emitting units which are spaced apart from one another, each of the light emitting units having a projected area projected on the substrate wafer in a normal direction relative to the substrate wafer;
forming a photoresist layer over a back surface of the substrate wafer, wherein the photoresist layer is formed with a plurality of windows that are aligned respectively with the alignment marks so as to permit visualization of the alignment marks therethrough from the back surface of the substrate wafer for alignment of the substrate wafer in subsequent photolithographic processing;
aligning the substrate wafer in an exposure apparatus through the alignment marks from the back surface of the substrate wafer and patterning the photoresist layer so as to form a plurality of spaced apart openings in the photoresist layer using photolithographic techniques, the openings being respectively aligned with the light emitting units, each of the openings having an area less than the projected area of the respective one of the light emitting units;
forming a solder layer on the photoresist layer such that the solder layer fills the openings in the photoresist layer;
removing the photoresist layer and a portion of the solder layer, that covers the photoresist layer, from the substrate wafer so as to form a plurality of die-bonding members over the back surface of the substrate wafer; and
dicing the substrate wafer from the back surface along the column cutting-line regions and the row cutting-line regions so as to form the light emitting diode dies.",Light emitting diode
Light-emitting diode sealing,"
After a light-emitting element exhibiting an emission peak wavelength in a wavelength range of not longer than 500 nm is mounted into a cup-like portion of a base member, the cup-like portion is filled with epoxy group-containing silicone rubber. An aromatic polyamide-based resin is used as a reflector material.
","1. A light-emitting device comprising:
a semiconductor light-emitting element (10);
a base member (20, 30, 70) having at least one portion (30, 70) and provided so that said semiconductor light-emitting element is mounted on said base member; and
a sealing member (40, 60) made of silicone and provided so that said semiconductor light-emitting element is coated with said sealing member;
characterized in that said at least one portion (30, 70) of said base member is made of a resin of polyamide with an aromatic ring as a main chain.",Light emitting diode
LIGHT EMITTING DIODE,"
A light emitting diode in accordance with an exemplary embodiment comprises a first light emitting cell and a second light emitting cell comprising an n-type semiconductor layer, and a p-type semiconductor layer, respectively ; reflection structures contacting the p-type semiconductor layers; a first contact layer in ohmic contact with the n-type semiconductor layer of the first light emitting cell; a second contact layer in ohmic contact with the n-type semiconductor layer of the second light emitting cell and connected to the reflection structure on the first light emitting cell; an n-electrode pad connected to the first contact layer; and a p-electrode pad connected to the reflection structure on the second light emitting cell, wherein the first light emitting cell and the second light emitting cell are isolated from each other, and wherein their outer side surfaces are inclined steeper than the inner sides. Therefore, a forward voltage may be lowered and light output may be improved.
","1. A light emitting diode (100), comprising:
a substrate (21);
a first light emitting cell (C1) and a second light emitting cell (C2) disposed adjacent to each other on the substrate (21) and each comprising an n-type semiconductor layer (23), a p-type semiconductor layer (27), and an active layer (25) disposed between the n-type semiconductor layer (23) and the p-type semiconductor layer (27);
reflection structures (31) disposed on the p-type semiconductor layers (27) of the first light emitting cell (C1) and the second light emitting cell (C2), respectively, and contacting the p-type semiconductor layers (27);
a first contact layer (35a) in ohmic contact with the n-type semiconductor layer (23) of the first light emitting cell (C1);
a second contact layer (35b) in ohmic contact with the n-type semiconductor layer (23) of the second light emitting cell (C2) and connected to the reflection structure (31) on the first light emitting cell (C1);
an n-electrode pad (39a) disposed over the first light emitting cell (C1) and electrically connected to the first contact layer (35a); and
a p-electrode pad (39b) disposed over the second light emitting cell (C2) and electrically connected to the reflection structure (31) on the second light emitting cell (C2),
wherein the first light emitting cell (C1) and the second light emitting cell (C2) are isolated from each other by an isolation region (I) exposing the substrate (21),
wherein the n-type semiconductor layers (23) of the first light emitting cell (C1) and the second light emitting cell (C2) comprise inner side surfaces facing each other and outer side surfaces exposed to outside, wherein the at least one outer side surface is inclined steeper than the inner sides,
wherein each of the first light emitting cell (C1) and the second light emitting cell (C2) comprises a mesa (M) disposed on a partial region of the n-type semiconductor layer (23), and comprising the active layer (25) and the p-type semiconductor layer (27), characterised in that each of the first contact layer (35a) and the second contact layer (35b) is in contact with the n-type semiconductor layer (23) in a region between the outer side surfaces of the n-type semiconductor layer (23) and the mesa (M) along a periphery of the mesa,
wherein each of the mesas has a through-hole exposing the n-type semiconductor layer (23) through the p-type semiconductor layer (27) and the active layer (25), and
each of the first contact layer (35a) and the second contact layer (35b) further contacts the n-type semiconductor layer (23) through the through-hole of the mesa.",Light emitting diode
Light-emitting diode constructions,"A light-emitting assembly defining a pixel comprising a series of red, green, and blue light-emitting segments in general alignment and connected by first and second electrodes. The light-emitting segments are built upon a fiber optic core. According to the preferred embodiment, the core is coated with a holographic interface material.","1. A light-emitting assembly comprising:
an optically-conductive core;
a first light-emitting element operatively associated with said core;
a second light-emitting element operatively associated with said core;
said first and second light-emitting elements being positioned adjacent one another on said core;
a first electrode associated with said first and second light-emitting elements;
a second electrode associated with said first and second light-emitting elements;
an electrode layer being formed between said core and said first and second light-emitting elements; and
a holographic interface formed between said core and said electrode.",Light emitting diode
Light emitting diode jig,"An LED jig for securing a plurality of individual light emitting diodes to a circuit board module. The LED jig comprises a disk shaped structure having a plurality of openings in which the light emitting diodes are positioned. Flanges on each end of the openings serve to secure the light emitting diodes therein. The LED jig also comprises structures which protect the light emitting diodes from possible damage, structures which serve to secure the LED jig to the circuit board module, structures which serve as guides for properly mounting the LED jig to the circuit board, and structures which serve to offset the LED jig from the circuit board module.","1. A jig for holding light producing elements comprising:
a structure having first and second opposing surfaces and a plurality of cavities in which the light producing elements are positioned;
securing means cooperatively associated with the plurality of cavities for holding the light producing elements securely in position within the plurality of cavities;
stops extending from the second opposing surface of the structure for creating a space between the second opposing surface of the structure and a circuit board to which the jig is detachably mountable; and
locking mechanisms extending from the second opposing surface of the structure for detachably mounting the jig to the circuit board.",Light emitting diode
Light emitting diode array,"A light emitting diode array includes a plurality of light emitting elements, provided on a substrate having a first conductivity type, for causing light to pass through a first area thereof. Each of the plurality of light emitting elements includes an active layer; a first cladding layer having the first conductivity type and a second cladding layer having a second conductivity type provided so as to interpose the active layer therebetween; and a current diffusion layer having the second conductivity type. The current diffusion layers respectively included in the plurality of light emitting elements are isolated from one another, and an area including the current diffusion layer is included in the first area.","1. A light-emitting diode array comprising:
a semiconductor substrate of a first conductivity type, and a plurality of light-emitting elements arranged on the substrate;
each of the plurality of light-emitting elements comprising:
an active layer disposed between a first cladding layer of the first conductivity type and a second cladding layer of a second conductivity type;
a current diffusion layer of the second conductivity type, the current diffusion layer being formed on only a portion of the second cladding layer;
an insulating layer contacting one of the active layer and the second cladding layer;
an electrode formed on the insulating layer and electrically connected to the current diffusion layer; and
an electrode pad formed on the electrode,
wherein the electrode pad and the current diffusion layer do not overlap.",Light emitting diode
Light-emitting diode array,"It is an object of the invention to provide a LED array, in which faults of all the diodes can be instantaneously detected, even when an optical printer is operating, and various kinds of faults of the LEDs can be discriminated. In the LED array comprising plural LEDs arranged along a lone, each LED is provided with a comparator, which compares a terminal voltage of the LED with a variable reference voltage. The kind of fault of the LED can be discriminated on the basis of a relation between the reference voltage applied to the comparator and an output voltage thereof.","1. A light-emitting diode (LED, hereinafter) array comprising:
plural LEDs arranged along a predetermined line,
plural comparators, each of which compares a voltage of a predetermined electrode of said each LED with a common reference voltage, and
means for notifying existence of one or more faulty diodes based on outputs of said plural comparators,
wherein said common reference voltage is changed in accordance with a kind of a fault of said LED to be inspected.",Light emitting diode
Packaging of light-emitting diode,"The present invention of ""Packaging of Light-Emitting Diode"" is mainly to use silicon wafer as the substrate, whose crystal surface has a specific orientation for etching to form grooves. On the back of silicon substrate, dry etching is used for through-hole electrodes. Meanwhile, the insulating oxide layer or the nitride layer on silicon surface is plated with a reflective layer and an electrode layer, so the LED substrate is actually made of ""silicon substrate"". Through the procedures including placement of LED chips in the grooves of a silicon substrate, die bonding, wire bonding, encapsulation and cutting, SMD LED can be formed. Compared to traditional LED packaging that uses circuit boards or metal leadframes as main packaging substrates, the present invention is a breakthrough, which uses silicon wafers as substrates, so it has several advantages including good heat dissipation, high heat resistance and easy miniaturization, which are not seen in common LED presently.","1. A process for forming an LED packaging substrate, comprising the steps of:
a. providing a silicon wafer substrate having opposing front and back sides;
b. applying photoresist on the front side of the silicon wafer substrate;
c. exposing and developing the photoresist to define predetermined areas;
d. wet etching the substrate to form groove reflectors;
e. applying photoresist on the back side of the silicon wafer substrate;
f. exposing and developing the photoresist to define a through-hole pattern in respective aligned relationship with the groove reflectors;
g. dry etching the through-hole pattern to form electrode holes through the silicon wafer substrate;
h. removing the photoresist from the silicon wafer substrate;
i. forming an insulation layer on the front and back sides of the substrate by oxidation or nitridation;
j. applying a conductive metal layer by electroplating to the front and back sides of silicon substrate and inside electrode holes; and,
k. laser treating the conductive metal layer to cut an electrode surface in the groove reflectors into positive and negative electrode contacting surfaces for respective connection with LED chips placed inside the groove reflectors.",Light emitting diode
LIGHT-EMITTING DIODE DISPLAY,"The present invention relates to a light-emitting diode (""LED"") display apparatus used for a display such as a type of standing signboard. The light-emitting diode display is comprised of light-emitting diodes which use a plurality of colors, including blues, reds and greens, arranged in a specific pattern such as a matrix pattern. The display is appropriate for displaying either a moving or a stationary graphical image by powering the LEDs to combine to produce specific colors.","1. A method for displaying an image on a light-emitting diode display, the display having a first set of light-emitting diodes capable of emitting light having a first set of at least four chromaticities, method comprising:
identifying at least a first light-emitting diode from said first set capable of emitting light having at least one chromaticity for which an operating parameter is to be minimized;
identifying a first region of chromaticity with a first boundary available through operation of said at least one light-emitting diode and a first subset of said first set of light emitting diodes capable of emitting light having a first subset of chromaticities;
identifying a second region of chromaticity with a second boundary available through operation of a second subset of light emitting diodes capable of emitting light having a second subset of chromaticities;
specifying a desired color;
determining whether the desired color resides within the second boundary;
generating the desired color using the second set of light-emitting diodes if the desired color resides within the second boundary, thereby minimizing said operating parameter; and
generating the desired color using said at least one light-emitting diode and the second set of light-emitting diodes if the desired color does not reside within the second boundary.",Light emitting diode
Light emitting diode reflector,"A reflector for an LED (7) having a housing (1) and front portion (10) for emitting a main beam of light, the reflector comprising a body (6) defining a cavity in which the LED (7) maybe at least partially located, the body (6) comprising: (a) at least one wall (6, 10) to substantially surround the perimeter of the housing (1), said wall (6, 10) being spaced from the housing (1); (b) a fastener (9) to releasably fasten the LED (7) at least partially in the cavity; and (c) an opening (5) to permit passage of light from the LED (7); wherein the at least one wall (10) of the body is adapted to reflect a substantial amount of incident light from the LED towards the opening (5).","1. A reflector for a circular array of LEDs each having a housing and a front portion for emitting a main beam of light, the reflector comprising a body having an axis said body defining a plurality of cavities extending radially from the axis in which the LEDs may be at least partially located, comprising:
(a) at least one wall to substantially surround the perimeter of the housing, said wall being spaced from the housing and adapted to reflect incident light from the LED along the cavity towards an open end of that cavity; and
(b) a fastener to releasably fasten the LEDs at least partially in the cavity.",Light emitting diode
Light emitting diode module,"A compact LED module capable of preventing electrostatic destruction is provided. This LED module has first, second, and third terminals; first and second light emitting diodes connected between the first and second terminals and also connected in inverse parallel to each other; and a third light emitting diode connected between the first or second terminal and the third terminal. The first light emitting diode is a green light emitting diode, the second light emitting diode is a blue light emitting diode, and the third light emitting diode is a red light emitting diode.","1. A light emitting diode as a compact light source for a lighting unit, said light emitting diode comprising:
first, second, and third terminals;
first and second light emitting diodes connected between the first terminal and the second terminal and also connected in inverse parallel to each other; and
a third light emitting diode connected between the first or second terminal and the third terminal.",Light emitting diode
Light emitting diode with nanoparticles,"The present invention discloses a simple, low cost method to fabricate light emitting source using luminescent colloid nanoparticles. It uses monodispersed colloid light emitting nanoparticles of oxides, semiconductors, and polymers to fabricate high quality, narrow bandwidth light emitting source. The colloid particles can be dispersed homogeneously in liquid that can be coated easily on a substrate using a simple coating method such as spray, dip coating or spin coating. There is no restriction on the size or shape of the substrate. Therefore, a low cost, large area, high efficiency and reproducible light emitting source can be made easily.","1. A light emitting diode (LED) with luminescent nanoparticles comprising:
a) a substrate;
b) one colloid luminescent nanoparticles layer grown on a first surface of the substrate;
c) a first electrode formed on a second surface of the substrate; and
d) a second electrode formed on the luminescent nanoparticles layer, wherein the colloid luminescent nanoparticles layer emits a light when a current flows between the first and second electrodes, the LED having light emitting spectra tunable between 526 nm and 57 nm and a turn on voltage of 3V.",Light emitting diode
Light emitting diode device,"A recess is formed in a substrate, a pair of electrodes is provided on the surface of the substrate including a surface of the recess. An LED is provided on the bottom of the recess. A transparent sealing plate is provided for closing the recess.","1. A light emitting diode device comprising:
a substrate;
a recess formed in the substrate;
a pair of electrodes provided on a surface of the substrate including a surface of the recess;
an LED provided on a bottom of the recess;
connecting means for connecting the LED with the electrodes;
a sealing resin for sealing the connecting means; and
a transparent sealing plate for closing the recess, forming an air space in the recess.",Light emitting diode
Light emitting diode,"A light emitting diode comprising a light emitting diode element 20 mounted on a glass epoxy substrate 12, this light emitting diode element 20 being protected at its surface side by a resin seal member 33, in which: a light emitting diode element for blue luminescence, formed of gallium nitride type compound semiconductor is used as the above-mentioned light emitting diode element 20; and a fluorescent material containing layer 21 composed of a fluorescent material containing layer 21 composed of a fluorescent material dispersed into an adhesive is arranged on the back side of this light emitting diode element. On the back side of the light emitting diode element 20, blue luminescence is converted in wavelength to produce white luminescence of high intensity.","1. A light emitting diode comprising:
A base;
A thin plate-like electrode mounted on the upper surface of the base;
A light emitting diode element fixed to the top surface of the thin plate-like electrode by an adhesive containing fluorescent material;
A resin seal member for sealing the upper surface of the light emitting diode element; and
A recess formed by a portion of the upper surface of the base and by a hole provided in the thin plate-like electrode, said hole having a shape smaller than the shape of the bottom surface of the light emitting diode element;
Wherein the adhesive is filled into the recess and the bottom surface of the light emitting diode element is disposed on the adhesive so that the light emitting diode element is fixed to the thin plate-like electrode.",Light emitting diode
Light-emitting diode array,"A light-emitting diode array comprising a conductive layer formed on a substrate, pluralities of separate light-emitting portions formed on the conductive layer, a first groove formed in the conductive layer to divide the light-emitting portions to blocks, a first electrodes formed on at least part of an upper surface of each light-emitting portion, a second electrode formed directly on the conductive layer in each block, switching common wirings separately connecting the first electrodes and first bonding pads each connected to each common wiring, first bonding pads each connected to each common wiring, and second bonding pads each connected to each second electrode, the first bonding pads and the second bonding pads being arranged longitudinally in a row, and a ratio of the number of the first bonding pads to the number of the second bonding pads being 1:n (n>=3).","1. A light-emitting diode array comprising a conductive layer formed on a substrate, pluralities of separate light-emitting portions formed on said conductive layer, a first groove formed in said conductive layer to divide said light-emitting portions to blocks, first electrodes formed on at least part of an upper surface of each light-emitting portion, a second electrode formed directly on said conductive layer in each block, switching common wirings separately connecting said first electrodes and first bonding pads each connected to each common wiring, and second bonding pads each connected to each second electrode, said first bonding pads and said second bonding pads being arranged longitudinally in a row, and a ratio of the number of said first bonding pads to the number of said second bonding pads being 1:n(nâ‰§3).",Light emitting diode
Light emitting diode,An LED comprises: a chip substrate formed with a die bond pattern and electrode terminals; an LED chip mounted on the chip substrate; a reflective frame arranged on the chip substrate to enclose a circumference of the LED chip and having an opening at a part of its side walls and on an upper surface; reflecting surfaces formed on inner circumferential surfaces of the side walls of the reflective frame; a light transmissive resin body formed in the reflective frame and using the opening in the side wall as a light emission face; and a reflecting film covering an upper surface of the light transmissive resin body exposed on an upper surface side of the reflective frame; wherein light produced by the LED chip is reflected by a reflecting surface of the refractive frame and by the reflecting film and is emitted outward from the light emission face. The side emission type LED of this construction can be reduced in thickness for surface mounting and can illuminate a small-width side surface of a liquid crystal panel with high efficiency.,"1. A light emitting diode comprising:
a chip substrate;
at least one light emitting diode chip electrically mounted on the chip substrate;
a light transmissive resin body having a side surface and an upper surface, the resin body being provided on the chip substrate to cover the light emitting diode chip;
a reflective frame covering a first part of the side surface of the resin body and leaving at least a second part of the side surface and the upper surface uncovered; and
a thin reflecting film covering the upper surface of the light transmissive resin body,
wherein the second part of the side surface that is not covered by the reflective frame is configured to form at least one light emission face.",Light emitting diode
Light-emitting diode array,"A light-emitting diode array comprising a conductive layer formed on a substrate, separate light-emitting portions formed on the conductive layer, a first electrode formed on at least part of an upper surface of each light-emitting portion, and a second electrode formed on the conductive layer adjacent to the light-emitting portions; the first electrode comprising a common switching electrode matrix; the second electrode comprising a common electrode divided such that one second electrode exists in every block; and at least one of bonding pads extending to the first common electrode and the second common electrode being formed on a bonding portion formed on the conductive layer like an island, whereby the bonding pads are separate from each other.","1. A light-emitting diode array comprising a conductive layer formed on a substrate, separate light-emitting portions formed on said conductive layer, a first electrode formed on at least part of an upper surface of each light-emitting portion, and a second electrode formed on said conductive layer adjacent to said light-emitting portions; said first electrode comprising a common switching electrode matrix; said second electrode comprising a common electrode divided such that one second electrode exists in every light-emitting portion separate from other light-emitting portions; and at least one bonding pad of bonding pads extending to said first electrode comprising a common switching electrode matrix and said second electrode comprising a common electrode divided being formed on a bonding portion formed on said conductive layer on epitaxial layers separated from each other by a first mesa-etched groove removing part of said epitaxial layers, whereby said bonding pads are separate from each other,
wherein said first electrode comprising a common switching electrode matrix and said second electrode comprising a common electrode divided as such for each of said light-emitting portions are formed respectively on the bottom surface of a mesa-etched groove different from the first mesa-etched groove formed by removing said conductive layer, said first electrode comprising a common switching electrode matrix being formed on an insulating layer formed in said mesa-etched groove and said second electrode comprising a common electrode divided as such being formed on a conductive layer.",Light emitting diode
LIGHT-EMITTING DIODE STRUCTURE,"An LED structure includes a first conductive body, a first insulating body on the first conductive body, a second conductive body on the first insulating body, and an LED. The first conductive body has a conducting portion upward projected from the insulating body and the second conductive body, so that a conducting section at a top of the conducting portion is exposed at the insulating sleeve portion. The LED is mounted on the conducting section of the first conductive body and electrically connected to the second conductive body. With these arrangements, the LED structure may be mounted on a power supply board without the need of distinguishing the polarities of electrodes, and can therefore be easily mounted to and dismounted from the power supply board and be conveniently replaced when necessary.","1. A light-emitting diode (LED) structure, comprising an LED assembly formed from:
a first conductive body having an upward projected conducting portion;
a first insulating body having an insulating sleeve portion and being disposed on the first conductive body with the insulating sleeve portion fitted around the conducting portion, such that a conducting section at a top of the conducting portion is exposed at the insulating sleeve portion;
a second conductive body having a through opening, and being disposed on the first insulating body with the insulating sleeve portion of the first insulating body upward protruded into the through opening, such that the second conductive body is electrically isolated from the first conductive body by the first insulating body while; and
an LED being mounted on the conducting section of the first conductive body, and including at least one first electrode electrically connected to the conducting section and at least one second electrode electrically connected to the second conductive body.",Light emitting diode
