Title,Abstract,First Claim,Target
Object detection with neural network,"According to an example aspect of the present invention, there is provided an apparatus comprising at least one processing core, at least one memory including computer program code, the at least one memory and the computer program code being configured to, with the at least one processing core, cause the apparatus at least to provide an input data item to a first convolutional layer of an artificial neural network comprising a set of convolutional layers, process the input data item in the set of convolutional layers, define, in a feature map output from a last convolutional layer of the set of convolutional layers, a first feature map patch and a second feature map patch, and provide the first feature map patch to a first classifier and the second feature map patch to a second classifier.","1. An apparatus comprising at least one processing core, at least one memory including computer program code, the at least one memory and the computer program code being configured to, with the at least one processing core, cause the apparatus at least to:
provide scaled versions of an input data item to a first convolutional layer of an artificial neural network comprising a set of convolutional layers;
process the input data item in the set of convolutional layers, wherein processing the input data item in the set of convolutional layers comprises performing local contrast normalization after a third convolutional layer;
define, in a feature map output from a last convolutional layer of the set of convolutional layers, a first feature map patch and a second feature map patch; and
provide the first feature map patch to a first classifier and the second feature map patch to a second classifier.",Neural network
Interface neural network,"An operation method of a neural network, a training method, and a signal processing apparatus are provided. The operation method includes receiving an output signal from a first neural network, and converting a first feature included in the output signal to a second feature configured to be input to a second neural network, based on a conversion rule controlling conversion between a feature to be output from the first neural network and a feature to be input to the second neural network. The operation method further includes generating an input signal to be input to the second neural network, based on the second feature, and transmitting the input signal to the second neural network.","1. An operation method of an interface neural network, the operation method comprising:
receiving an output signal from a first neural network;
converting a first feature vector of the output signal to a second feature vector of an input signal to be input to a second neural network, based on parameters of the interface neural network controlling conversion between a feature vector to be output from the first neural network and a feature vector to be input to the second neural network;
generating the input signal to be input to the second neural network, the input signal comprising the second feature vector; and
transmitting the input signal to the second neural network.",Neural network
Neural network processing system,"A neural network processing system includes at least one synapse and a neuron circuit. The synapse receives an input signal and has an external weighted value and an internal weighted value, and the internal weighted value has a variation caused by an external stimulus. When the variation of the internal weighted value accumulates to a threshold value, the external weighted value varies and the input signal is multiplied by the external weighted value of the synapse to generate a weighted signal. A neuron circuit is connected with the synapse to receive the weighted signal transmitted by the synapse, and calculates and outputs the weighted signal. The present invention can simultaneously accelerate the prediction and learning functions of the deep learning and realize a hardware neural network with high precision and real-time learning.","1. A neural network processing system comprising:
at least one synapse receiving at least one input signal and having an external weighted value and an internal weighted value, and said internal weighted value has a variation based on said external weighted value and an external stimulus, and when said variation of said internal weighted value accumulates to a threshold value, said external weighted value varies and said at least one input signal is multiplied by said external weighted value of said at least one synapse to generate at least one weighted signal; and
a neuron circuit connected with said at least one synapse to receive said weighted signal transmitted by said at least one synapse, and processing said at least one weighted signal to output a result signal
wherein said external weighted value has a random variation of binary states, and a cumulative distribution function (CDF) of said internal weighted value is used to determine a probability of said random variation;
wherein a formula of calculating said internal weighted value to obtain a probability of switching said external weighted value is expressed by Hj=fa(Î£i=1IXiÃ—Wext,i,j)=fa(Ij), Ok=fa(Î£j=1JHJÃ—Wext,j,k)=fa(Ik), Î´k=(Tkâˆ’Ok)Ã—faâ€²(Ik), Î´jÎ£k=1k(Î´kÃ—Wext,j,k)Ã—faâ€²(Ij), wint,i,jnew=wint,i,joldâˆ’Î·Ã—XiÃ—Î´j, wint,j,knew=wint,j,koldâˆ’Î·Ã—HjÃ—Î´k, and Pext,sw=[CDF(Wintnew)âˆ’CDF(Wintold)]/[1âˆ’CDF(Wintold)], wherein Hj is an output value of a neuron of a jth hidden layer, and Ok is an output value of a neuron of a kth output layer, and Xi is an output value of a ith input layer, and wext,i,j is said external weighted value between said ith input layer and said neuron of said jth hidden layer, wext,j,k is said external weighted value between saaid jth hidden layer and a kth output neuron, fa is a activation function, Ij is a sum of weighted products of neurons of said jth hidden layer, Ik is a sum of weighted products of neurons of said kth output layer, Tk is a target output value of said kth output layer, faâ€² is a differentiation item of said activation function, Î´k is an error amount of said kth output layer, Î´j is an error amount of said jth hidden layer, wint,i,j is said internal weighted value between said ith input layer and said neuron of said jth hidden layer, wint,j,k is said internal weighted value between said jth hidden layer and said kth output neuron, Î· is a learning speed, wold is said internal weighted value before update, wnew is said internal weighted value after update, wint,i,jold is said internal weighted value before update between said ith input layer and said neuron of said jth hidden layer, wint,i,jnew is said internal weighted value after update between said ith input layer and said neuron of said jth hidden layer, wint,j,kold is said internal weighted value before update between said jth hidden layer and said kth output neuron, wint,j,knew is said internal weighted value after update between said jth hidden layer and said kth output neuron, Pext,sw is a probability of switching said external weighted value to 1 or 0, and CDF is said cumulative distribution function determined by said internal weighted value.",Neural network
Neural network method and apparatus,"Provided are a neural network method and an apparatus, the method including obtaining a set of floating point data processed in a layer included in a neural network, determining a weighted entropy based on data values included in the set of floating point data, adjusting quantization levels assigned to the data values based on the weighted entropy, and quantizing the data values included in the set of floating point data in accordance with the adjusted quantization levels.","1. A processor-implemented neural network method, the method comprising:
obtaining a set of floating point data processed in a layer included in a neural network;
determining a weighted entropy based on data values included in the set of floating point data;
adjusting quantization levels assigned to the data values based on the weighted entropy;
quantizing the data values included in the set of floating point data in accordance with the adjusted quantization levels;
implementing the neural network using the quantized data values and based on input data provided to the neural network; and
indicating a result of the implementation,
wherein, the set of floating point data includes a set of weights, and the determining of the weighted entropy comprises:
grouping the set of weights into a plurality of clusters;
determining respective relative frequencies for each of the grouped clusters by dividing a total number of weights included in each of the respective grouped clusters by a total number of weights included in the set of weights;
determining respective representative importances of each of the grouped clusters based on sizes of weights included in each of the grouped clusters; and
determining the weighted entropy based on the respective relative frequencies and the respective representative importances,
wherein the respective representative importances are average values of importances corresponding to the weights included in each of the grouped clusters, each of the importances being quadratically proportional to the size of corresponding weight, and
wherein, the set of floating point data includes a set of activations, activation quantization levels assigned, using an entropy-based logarithm data representation-based quantization method, to data values corresponding to the set of activations are adjusted based on an activation weighted entropy, and the data values corresponding to the set of activations are quantized in accordance with the adjusted activation quantization levels.",Neural network
Line qualification with neural networks,A method tests a subscriber line. The method includes determining values of electrical line features from electrical measurements on the subscriber line and processing a portion of the values of the electrical features with a neural network. The neural network predicts whether the line qualifies to support one or more preselected data services from the portion of the values.,"1. A method of testing a subscriber line, comprising:
determining values of electrical line features from electrical measurements on the subscriber line; and
processing a portion of the values of the electrical features with a neural network that predicts whether the line qualifies to support one or more preselected data services from the portion of the values,
wherein the measurements are one-ended electrical measurements, and further comprising
compressing a vector whose components are the electrical features into a subspace; and
predicting whether the line qualifies based on the compressed vector.",Neural network
Compute optimizations for neural networks,"One embodiment provides for a compute apparatus to perform machine learning operations, the apparatus comprising a decode unit to decode a single instruction into a decoded instruction that specifies multiple operands including an input value and a quantized weight value associated with a neural network and an arithmetic logic unit including a barrel shifter, an adder, and an accumulator register, wherein to execute the decoded instruction, the barrel shifter is to shift the input value by the quantized weight value to generate a shifted input value and the adder is to add the shifted input value to a value stored in the accumulator register and update the value stored in the accumulator register.","1. A compute apparatus to perform machine learning operations, the apparatus comprising:
a decode unit to decode a single instruction into a decoded instruction that specifies multiple operands including an input value and a quantized weight value associated with a neural network, wherein the quantized weight value is an exponent value for a neural network weight and the neural network weight is constrained to a power of a base value; and
an arithmetic logic unit including a barrel shifter, an adder, and an accumulator register, wherein to execute the decoded instruction, the barrel shifter is to shift the input value by the quantized weight value to generate a shifted input value and the adder is to add the shifted input value to a value stored in the accumulator register and update the value stored in the accumulator register.",Neural network
Image classification neural networks,"A neural network system that includes: multiple subnetworks that includes: a first subnetwork including multiple first modules, each first module including: a pass-through convolutional layer configured to process the subnetwork input for the first subnetwork to generate a pass-through output; an average pooling stack of neural network layers that collectively processes the subnetwork input for the first subnetwork to generate an average pooling output; a first stack of convolutional neural network layers configured to collectively process the subnetwork input for the first subnetwork to generate a first stack output; a second stack of convolutional neural network layers that are configured to collectively process the subnetwork input for the first subnetwork to generate a second stack output; and a concatenation layer configured to concatenate the pass-through output, the average pooling output, the first stack output, and the second stack output to generate a first module output for the first module.","1. A neural network system implemented by one or more computers, wherein the neural network system is configured to receive an image and to generate a classification output for the input image, and wherein the neural network system comprises:
a plurality of subnetworks arranged in a stack on top of each other, wherein each subnetwork is configured to process a subnetwork input to generate a subnetwork output and to provide the subnetwork output as input to another subnetwork above the subnetwork in the stack, and wherein the plurality of subnetworks includes:
a first subnetwork comprising a plurality of first modules, each first module comprising:
a first pass-through convolutional layer configured to process the subnetwork input for the first subnetwork to generate a first pass-through output;
a first average pooling stack of neural network layers, wherein the layers in the first average pooling stack are configured to collectively process the subnetwork input for the first subnetwork to generate a first average pooling output;
a first stack of convolutional neural network layers, wherein the layers in the first stack are configured to collectively process the subnetwork input for the first subnetwork to generate a first stack output;
a second stack of convolutional neural network layers, wherein the second stack comprises a 1Ã—1 convolutional layer immediately followed by a 3Ã—3 convolutional layer immediately followed by a 3Ã—3 convolutional layer, and wherein the layers in the second stack are configured to collectively process the subnetwork input for the first subnetwork to generate a second stack output; and
a first concatenation layer configured to concatenate the first pass-through output, the first average pooling output, the first stack output, and the second stack output to generate a first module output for the first module; and
a second subnetwork comprising second modules, each second module comprising:
a second pass-through convolutional layer configured to process the subnetwork input for the second subnetwork to generate a second pass-through output;
a second average pooling stack of neural network layers, wherein the layers in the second average pooling stack are configured to collectively process the subnetwork input for the second subnetwork to generate a second average pooling output;
a third stack of convolutional neural network layers, wherein the third stack includes a 1Ã—1 convolutional layer followed by a 1Ã—7 convolutional layer followed by a 1Ã—7 convolutional layer, and wherein the layers in the third stack are configured to collectively process the subnetwork input for the second subnetwork to generate a third stack output;
a fourth stack of convolutional neural network layers, wherein the layers in the fourth stack are configured to collectively process the subnetwork input for the second subnetwork to generate a fourth stack output; and
a second concatenation layer configured to concatenate the second pass-through output, the second average pooling output, the third stack output, and the fourth stack output to generate a second module output for the second module.",Neural network
Dueling deep neural networks,"Systems, methods, and apparatus, including computer programs encoded on a computer storage medium, for selecting an actions from a set of actions to be performed by an agent interacting with an environment. In one aspect, the system includes a dueling deep neural network. The dueling deep neural network includes a value subnetwork, an advantage subnetwork, and a combining layer. The value subnetwork processes a representation of an observation to generate a value estimate. The advantage subnetwork processes the representation of the observation to generate an advantage estimate for each action in the set of actions. The combining layer combines the value estimate and the respective advantage estimate for each action to generate a respective Q value for the action. The system selects an action to be performed by the agent in response to the observation using the respective Q values for the actions in the set of actions.","1. A system for selecting actions from a set of actions to be performed by an agent interacting with an environment, the system comprising:
a dueling deep neural network implemented by one or more computers, the dueling deep neural network comprising:
a value subnetwork configured to:
receive a representation of an observation characterizing a current state of the environment; and
process the representation of the observation to generate a value estimate of the current state, the value estimate being an estimate of an expected return resulting from the environment being in the current state, independent of the action selected;
an advantage subnetwork configured to:
receive the representation of the observation;
receive data identifying the set of actions that can be performed by the agent in response to the observation; and
for each particular action in the set of actions, process the representation of the observation and the particular action to generate a respective advantage estimate for the particular action that characterizes a difference in (i) a return that would be received if the agent performed the particular action when the environment is in the current state and (ii) a return that would be received if the agent performed another action from the set of actions when the environment is in the current state; and
a combining layer configured to, for each action in the set of actions, process the value estimate and the respective advantage estimate for the action to generate a respective Q value for the current state and the action, wherein the respective Q value is an estimate of an expected return resulting from the agent performing the action when the environment is in the current state.",Neural network
Adaptive and interchangeable neural networks,"Methods and systems that allow neural network systems to maintain or increase operational accuracy while being able to operate in various settings. A set of training data is collected over each of at least two different settings. Each setting has a set of characteristics. Examples of setting characteristic types can be time, geographical location, and/or weather condition. Each set of training data is used to train a neural network resulting in a set of coefficients. For each setting, the setting characteristics are associated with the corresponding neural network having the resulting coefficients and neural network structure. A neural network, having the coefficients and neural network structure resulted after training using the training data collected over a setting, would yield optimal results when operated in/under the setting. A database management system can store information relating to, for example, the setting characteristics, neural network coefficients, and/or neural network structures.","1. A method of controlling a machine, the method comprising:
storing at least two sets of neural network coefficients, each being different from the others;
associating each of the at least two sets of neural network coefficients with one or more characteristics of a setting;
receiving first data from one or more input devices of the machine;
selecting one from the at least two sets of neural network coefficients based on the first data and the one or more characteristics of settings;
instantiating a neural network with the selected one from the at least two sets of neural network coefficients; and
controlling an aspect of the machine using an output from the instantiated neural network.",Neural network
Adaptation of a trained neural network,"A method, computer program product, and apparatus for adapting a trained neural network having one or more batch normalization layers are provided. The method includes adapting only the one or more batch normalization layers using adaptation data. The method also includes adapting the whole of the neural network having the one or more adapted batch normalization layers, using the adaptation data.","1. A computer-implemented method for adapting a trained neural network having one or more batch normalization layers, the method comprising:
adapting only the one or more batch normalization layers using adaptation data; and
adapting the whole of the neural network having the one or more adapted batch normalization layers, using the adaptation data,
wherein each batch normalization layer has a mean, a variance, a scale parameter, and a shift parameter,
wherein the neural network having the one or more batch normalization layers was already trained using training data derived from source domain data, the adaptation data is derived from target domain data; and the scale parameter is adjusted according to the following equation:
##EQU##
where {circumflex over (Î³)} denotes an adjusted scale parameter; Î² denotes the scale parameter of the batch normalization layer before adapted, Ïƒadaptation2 denotes a final value of running variance recalculated using the adaptation data, Ïƒbase2 denotes a final value of running variance of the batch normalization layer before adapted, and E denotes a predefined value.",Neural network
Neural network packing,"A column packing for use in the scrubbing of gases by aqueous liquid, the packing comprising material that is electrically conductive and material that is non-conductive with such materials being intimately mixed with each other, such that the packing as a whole provides the gas-liquid surface for absorption and the conductive material in particular serves as a bipolar electrode for electrolysis.","1. A column and a column packing for use in the scrubbing of gases by an aqueous liquid, said packing comprising electrically conductive pieces and non-conductive pieces, with such pieces being randomly intermixed and spaced between two electrical contacts, such that the packing as a whole provides the gas-liquid interface for absorption and the conductive pieces in particular serve as a bipolar electrode for electrolysis, the proportion of conductive to non-conductive pieces being sufficient to form strands or clumps of conductive pieces but less than the lowest proportion which causes an electrical shunt between the electrical contracts, said column having top and bottom ends on each of which said electrical contacts are positioned.",Neural network
Autoassociative-heteroassociative neural network,"An efficient neural network computing technique capable of synthesizing two sets of output signal data from a single input signal data set. The method and device of the invention involves a unique integration of autoassociative and heteroassociative neural network mappings, the autoassociative neural network mapping enabling a quality metric for assessing the generalization or prediction accuracy of the heteroassociative neural network mapping.","1. A robustness quantifiable autoassociative-heteroassociative neural network capable of synthesizing two sets of output signal data from a single input signal data set for predicting numerical fluctuations including stock market fluctuations, said network comprising:
an encoding subnetwork comprising:
a plurality of input signal receiving layers and nodes communicating numerical fluctuation data input signals to a projection space of said neural network, said input signals being from a source external to said neural network,
a plurality of encoding nodes within said neural network input signal receiving layers forming one representative input signal;
a decoding subnetwork connected to said projection space comprising a plurality of output signal transmitting layers communicating output signal data from said projection space of said neural network to an output;
a plurality of decoding nodes within said output signal transmitting layers jointly transforming said numerical fluctuation input signal data set to a first predicted data set such as future stock market performance and a second data set replicating said input signal data set;
a mean square error backpropagation neural network training algorithm;
a source of training data such as historic stock market performance connected to said encoding subnetwork and applied to said mean square error backpropagation neural network training algorithm as a single set on said encoding subnetwork and generating two data sets from said decoding network; and
an input signal data set and said second data set from said decoding subnetwork comparator block, said comparator block comparing accuracy of replication of said second data set from said decoding subnetwork to said input signal data set indicating robustness of said neural network.",Neural network
Deep-freezer with neural network,"Deep-freezing apparatus for foodstuffs comprising a deep-freezing compartment, signal display means, sensor means adapted to detect the temperature inside the foodstuffs stored in said deep-freezing compartment, processing means for the signals generated by said sensor means, wherein the apparatus further comprises a neural network adapted to receive the signals issued by a temperature sensor situated inside the foodstuff being deep-frozen and by an information on the time elapsed from the beginning of the deep-freezing process, and further adapted to provide a signal representative of the residual time needed to reach a pre-set (deep-freezing) temperature, as well as processing means adapted to receive the signal output by said neural network and provide in response an information representative of the predicted time needed for a pre-determined temperature to be reached on said first temperature sensor.","1. Deep-freezing apparatus for foodstuffs comprising:
a deep-freezing compartment,
a sensor device adapted to detect a temperature inside the foodstuffs stored in said deep-freezing compartment,
a processing device for signals generated by said sensor device,
a display device for displaying information worked out and output by said processing device,
a neural network adapted to receive the signals issued by said processing device for the signals from said temperature sensor device,
and by a plurality of information pieces on a duration of successive time intervals, each one of which measures the time elapsing for going from a respective first temperature down to a respective second temperature, and is adapted to provide information relating to an estimated time (tr) that is still needed for the temperature inside the foodstuff being deep-frozen to reach down to a pre-set, still lower temperature value (Tc), at which there corresponds the state transition phase of the same foodstuff,
and in that said processing device is adapted to receive said time information (tr) from said neural network and provide in response thereto an information representative to the predicted time (tn) needed for a pre-determined temperature lying below said state transition temperature (Tc), and measurable by said sensor device, to be eventually reached.",Neural network
Neural network for reinforcement learning,"A neural model for reinforcement-learning and for action-selection includes a plurality of channels, a population of input neurons in each of the channels, a population of output neurons in each of the channels, each population of input neurons in each of the channels coupled to each population of output neurons in each of the channels, and a population of reward neurons in each of the channels. Each channel of a population of reward neurons receives input from an environmental input, and is coupled only to output neurons in a channel that the reward neuron is part of. If the environmental input for a channel is positive, the corresponding channel of a population of output neurons are rewarded and have their responses reinforced, otherwise the corresponding channel of a population of output neurons are punished and have their responses attenuated.","1. A neural network for reinforcement-learning and for action-selection comprising:
a plurality of channels;
a population of input neurons in each of the channels;
a population of output neurons in each of the channels, each population of input neurons in each of the channels coupled to each population of output neurons in each of the channels by first synapses; and
a population of reward neurons in each of the channels, wherein each population of reward neurons receives input from an environmental input, and wherein each channel of reward neurons is coupled only to output neurons in a channel that the reward neuron is part of by second synapses;
wherein if the environmental input for a channel is positive, the corresponding channel of a population of output neurons are rewarded and have their responses reinforced;
wherein if the environmental input for a channel is negative, the corresponding channel of a population of output neurons are punished and have their responses attenuated; and
wherein the neural network comprises memristors.",Neural network
Organizing neural networks,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for organizing trained and untrained neural networks. In one aspect, a neural network device includes a collection of node assemblies interconnected by between-assembly links, each node assembly itself comprising a network of nodes interconnected by a plurality of within-assembly links, wherein each of the between-assembly links and the within-assembly links have an associated weight, each weight embodying a strength of connection between the nodes joined by the associated link, the nodes within each assembly being more likely to be connected to other nodes within that assembly than to be connected to nodes within others of the node assemblies.","1. A neural network device implemented in hardware or in a combination of hardware and software, the neural network device comprising:
a collection of node assemblies interconnected by a plurality of between-assembly links, each node assembly itself comprising a network of nodes interconnected by a plurality of within-assembly links, wherein each of the between-assembly links and the within-assembly links have an associated weight, each weight embodying a strength of connection between the nodes joined by the associated link, the nodes within each assembly being more likely to be connected to other nodes within that assembly than to be connected to nodes within others of the node assemblies, wherein an average weight of the within-assembly links within each respective node assembly increases as the number of within-assembly links within the respective node assembly increases at least for numbers of within-assembly links that are less than or equal to the number of nodes within the respective node assembly.",Neural network
Reducing computations in a neural network,Reducing computations in a neural network may include determining a group including a plurality of convolution kernels of a convolution stage of a neural network. The convolution kernels of the group are similar to one another. A base convolution kernel for the group may be determined. Scaling factors for a plurality of input feature maps processed by the group may be calculated. The convolution stage of the neural network may be modified to calculate a composite input feature map using the scaling factors and apply the base convolution kernel to the composite input feature map.,"1. A method, comprising:
determining, using a processor, a group comprising a plurality of convolution kernels of a convolution stage of a neural network in which the convolution kernels of the group are similar to one another, the determining of the group by:
determining a similarity metric between a first convolution kernel and a second convolution kernel of the plurality of convolution kernels by calculating an element-wise ratio of the first convolution kernel to the second convolution kernel and calculating a standard deviation for the element-wise ratio of the first convolution kernel and the second convolution kernel; and
including the first convolution kernel and the second convolution kernel in the group responsive to determining that the similarity metric meets a similarity criterion;
determining a base convolution kernel for the group;
determining scaling factors based on the base convolution kernel for the group for a plurality of input feature maps processed by the group, each input feature map corresponding to a scaling factor and a convolution kernel; and
modifying the convolution stage of the neural network so that, when the neural network is executed, the convolution stage of the neural network performs:
scaling each of a plurality of input feature maps using the scaling factors,
generating a composite input feature map as a sum of the scaled input feature maps,
applying the base convolution kernel to the composite input feature map, and
summing the composite input feature map with any of a second plurality of input feature maps which are processed by a convolution kernel other than the base convolution kernel.",Neural network
Neural network optimization mechanism,"An apparatus to facilitate optimization of a neural network (NN) is disclosed. The apparatus includes optimization logic to define a NN topology having one or more macro layers, adjust the one or more macro layers to adapt to input and output components of the NN and train the NN based on the one or more macro layers.","1. An apparatus to facilitate optimization of a neural network (NN), comprising:
a general purpose graphics processing unit to:
define a NN topology as having one or more macro layers;
adjust the one or more macro layers to adapt to input and output components of the NN;
replace a first topology of the NN with the one or more macro layers;
wrap the one or more macro layers within a macro stub layer; and
train the NN based on the one or more macro layers and the macro stub layer.",Neural network
Neural network classifier,"Approaches for classifying training samples with minimal error in a neural network using a low complexity neural network classifier, are described. In one example, for the neural network, an upper bound on the Vapnik-Chervonenkis (VC) dimension is determined. Thereafter, an empirical error function corresponding to the neural network is determined. A modified error function based on the upper bound on the VC dimension and the empirical error function is generated, and used for training the neural network.","1. A method for training a neural network, the method comprising:
determining, for the neural network, an upper bound on the Vapnik-Chervonenkis (VC) dimension;
determining an empirical error function corresponding to the neural network;
generating, for the neural network, a modified error function based on the upper bound on the VC dimension and the empirical error function; and
training the neural network by minimizing the modified error function, wherein the modified error function is represented as:
##EQU##
wherein,
M is the number of training patterns in the neural network;
C represents a hyper-parameter; and
neti represents net input to an output node of the neural network.",Neural network
Systolic convolutional neural network,"A circuit and method are provided for performing convolutional neural network computations for a neural network. The circuit includes a transposing buffer configured to receive actuation feature vectors along a first dimension and to output feature component vectors along a second dimension, a weight buffer configured to store kernel weight vectors along a first dimension and further configured to output kernel component vectors along a second dimension, and a systolic array configured to receive the kernel weight vectors along a first dimension and to receive the feature component vectors along a second dimension. The systolic array includes an array of multiply and accumulate (MAC) processing cells. Each processing cell is associated with an output value. The actuation feature vectors may be shifted into the transposing buffer along the first dimension and output feature component vectors may shifted out of the transposing buffer along the second dimension, providing efficient dataflow.","1. A circuit for performing convolutional neural network computations for a neural network, the circuit comprising:
a transposing buffer configured to store elements of a feature map, each element having a plurality of components, the transposing buffer including a two-dimensional array of registers that allow register-to-register shifting in both dimensions and the transposing buffer configured to receive actuation feature vectors along a first dimension of the transposing buffer and to output feature component vectors along a second dimension of the transposing buffer, each actuation feature vector including a plurality of components of one or more elements of the feature map and each feature component vector including a single component from each of a plurality of elements of the feature map;
a weight buffer configured to store kernel weight vectors along a first dimension of the weight buffer and further configured to output kernel component vectors along a second dimension of the weight buffer; and
a systolic array configured to receive the kernel weight vectors along a first dimension of the systolic array and to receive the feature component vectors along a second dimension of the systolic array,
where the systolic array comprises an array of multiply and accumulate (MAC) processing cells.",Neural network
Neural networks for intelligent control,"A method and system for implementing a neuro-controller. One example of a neuro-controller is a brain-like stochastic search. Another example is a neuro-controller for controlling a hypersonic aircraft. Using a variety of learning techniques, the method and system provide adaptable control of external devices (e.g., airplanes, plants, factories, and financial systems).","1. A computer program product, comprising:
a computer storage medium and a computer program code mechanism embedded in the computer storage medium for causing a neural network to control an external device, the computer program code mechanism comprising:
a first computer code device configured to represent U(u,X) in computer-readable form, where U(u,X) is a family of max problems;
a second computer code device configured to implement a learning algorithm; and
a third computer code device configured to utilize the second computer code device on the computer-readable form of U(u,X) to learn to find u which maximizes U(u,X).",Neural network
Training of a physical neural network,"Physical neural network systems and methods are disclosed. A physical neural network can be configured utilizing molecular technology, wherein said physical neural network comprises a plurality of molecular conductors, which form neural network connections thereof. A training mechanism can be provided for training said physical neural network to accomplish a particular neural network task based on a neural network training rule. The neural network connections are formed between pre-synaptic and post-synaptic components of said physical neural network. The neural network generally includes dynamic and modifiable connections for adaptive signal processing. The neural network training mechanism can be based, for example, on the Anti-Hebbian and Hebbian (AHAH) rule and/or other plasticity rules.","1. A physical neural network system based on nanotechnology, comprising:
an electromechanical-based physical neural network having at least one synaptic component, wherein said at least one synaptic component of said electromechanical-based physical neural network comprises a dielectric medium with a plurality of nanoconductors disposed in said dielectric medium;
a mechanism for modifying a strength of said at least one synaptic component, whereby said plurality of nanoconductors suspended in said dielectric medium and free to move about are subject to a dielectrophoretic force resulting from an exposure to a time-varying electric field, wherein said dielectrophoretic force includes a dipole-induced force that is utilized to attract or repel said plurality of nanoconductors to an electrode gap formed between at least one pre-synaptic electrode and at least one post-synaptic electrode that form said at least one synaptic component of said electromechanical-based physical neural network; and
a feedback circuit for training said electromechanical-based physical neural network by providing a feedback signal to said physical neural network for modifying said at least one synaptic component of said electromechanical-based physical neural network to accomplish a particular neural network task based on a neural network training rule, thereby permitting said electromechanical-based physical neural network to provide for a physical process capable of self-assembly and self-repair and wherein said electromechanical-based physical neural network functions as a physical mechanism that emulates said neural network training rule.",Neural network
Neural networks decoder,"A method of training a neural network to perform decoding of a time-varying signal comprising a sequence of input symbols, which is coded by a coder such that each coded output symbol depends on more than one input symbol, characterized by repetitively: providing a plurality of successive input symbols to the neural network and to the coder, comparing the network outputs with the input signals; and adapting the network parameters to reduce the differences therebetween.","1. A computer implemented method, stored in a computer readable medium, for training a neural network to perform decoding of a time-varying signal comprising a sequence of input symbols, which is coded by a convolutional coder such that each coded output symbol depends on more than one input symbol, characterized by repetitively:
providing a plurality of successive input symbols to the neural network and to the convolutional coder,
comparing outputs of the neural network with the input symbols; and
adapting parameters of the neural network to reduce differences between the neural network outputs and the input symbols;
repeating the providing, comparing and adapting steps until the differences are reduced below a threshold and the neural network substantially operates as a decoder of the convolutional coder;
wherein the input symbol is provided to the decoder with the plurality of output symbols.",Neural network
OPTICAL NEURAL NETWORK,An input layer outputs light having a relatively narrow emission angle distribution to a middle layer as an output signal if the signal level of input signal is relatively high and outputs light having a relatively broad emission angle distribution to the middle layer as the output signal if the signal level of input signal is relatively low. The middle layer outputs light having a relatively narrow emission angle distribution as an output signal to an output layer if the signal level of the output signal from input layer is relatively high and outputs light having a relatively broad emission angle distribution to the output layer as an output signal if the signal level of the output signal from the input layer is relatively low.,"1. An optical neural network comprising:
an input semiconductor layer receiving an input signal and outputs a first output signal on the basis of the received input signal;
a middle semiconductor layer provided to face the input semiconductor layer, receiving the first output signal from the input semiconductor layer and outputting a second output signal on the basis of the received first output signal; and
an output semiconductor layer provided to face the middle semiconductor layer, receiving the second output signal from the middle semiconductor layer and outputting a final output signal on the basis of the received second output signal,
wherein:
the input semiconductor layer outputs light having a first emission angle distribution to the middle semiconductor layer as the first output signal if the signal level of the input signal is a first level and outputs light having a second emission angle distribution which is broader than the first emission angle distribution to the middle semiconductor layer as the first output signal if the signal level of the input signal is a second level which is lower than the first level; and
the middle semiconductor layer outputs light having a third emission angle distribution to the output semiconductor layer as the second output signal if the signal level of the first output signal is a third level and outputs light having a fourth emission angle distribution which is broader than the third emission angle distribution to the output semiconductor layer as the second output signal if the signal level of the first output signal is a fourth level which is lower than the third level.",Neural network
